spam,Mettez à jour vos informations pour éviter la suppression de votre compte.
spam,Mettez à jour vos informations pour éviter la suppression de votre compte.
ham,J’ai une idée géniale à te proposer.
ham,Tu peux me rappeler quand tu es dispo ?
ham,"Le film d’hier était génial, tu devrais le voir !"
ham,Dis-moi quand tu es dispo pour un appel.
ham,"Je suis au travail, je te rappelle plus tard."
spam,Protégez vos informations bancaires dès maintenant.
ham,"On se voit bientôt, hâte de te retrouver !"
spam,Besoin d’argent rapidement ? Recevez 1000€ dès aujourd’hui !
spam,Recevez un crédit instantané sans justificatif !
spam,"Investissez 100€, gagnez 1000€ en une semaine !"
ham,Je suis ravi de te revoir bientôt !
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.
ham,Tu peux me rappeler quand tu es dispo ?
ham,"Je suis en vacances, c’est top ici !"
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !
spam,Félicitations ! Vous avez gagné un prix de 20000 €. Cliquez ici pour réclamer : www.fakelink1.com
ham,"Je suis en route, j’arrive dans 10 min."
spam,Essayez notre programme minceur GRATUITEMENT pendant 30 jours !
spam,Félicitations ! Vous avez gagné un prix de 10000 €. Cliquez ici pour réclamer : www.fakelink3.com
spam,Découvrez comment doubler votre argent en investissant avec nous.
spam,Vous venez de gagner une carte cadeau Amazon de 500€ !
spam,Ne ratez pas cette opportunité unique de gagner gros !
ham,As-tu vu mon dernier message ?
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com"
ham,"J'ai adoré notre sortie d’hier, à refaire !"
ham,J’ai une super nouvelle à t’annoncer !
ham,"Salut, je t'envoie le document par email. Merci !"
spam,Mettez à jour vos informations pour éviter la suppression de votre compte.
ham,Peux-tu acheter du pain en rentrant ?
ham,Tu peux me rappeler quand tu es dispo ?
spam,Trop beau pour être vrai ? Essayez et voyez par vous-même !
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant."
ham,J’ai une super nouvelle à t’annoncer !
ham,Je suis super content pour toi !
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard."
ham,Bonne chance pour ton entretien !
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com"
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !"
ham,C’était une journée incroyable !
ham,"Salut, je t'envoie le document par email. Merci !"
ham,Tu peux me rappeler quand tu es dispo ?
spam,"Votre compte PayPal a été compromis, réinitialisez votre mot de passe ici."
spam,Félicitations ! Vous avez gagné un prix de 20000 €. Cliquez ici pour réclamer : www.fakelink3.com
spam,Vous venez de gagner une carte cadeau Amazon de 500€ !
ham,Je suis bloqué dans les embouteillages…
spam,"Votre compte bancaire a été bloqué, vérifiez votre identité ici : www.faux-site.com"
spam,"Nouveau job à domicile, gagnez jusqu’à 3000€ par mois !"
ham,"J'ai adoré notre sortie d’hier, à refaire !"
spam,Vous venez de gagner une carte cadeau Amazon de 500€ !
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h."
spam,Votre compte a été sélectionné pour une récompense de 5000 €. Cliquez ici pour réclamer : www.fakelink2.com
ham,"Je suis en route, j’arrive dans 10 min."
spam,"Offre spéciale : 70% de réduction sur tous nos produits, cliquez ici : www.promo-fake.com"
ham,Je t’attends devant la gare.
spam,"Votre carte bancaire va être bloquée, cliquez ici pour éviter la suspension."
ham,Repose-toi bien et prends soin de toi !
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.
spam,"Votre compte bancaire a été bloqué, vérifiez votre identité ici : www.faux-site.com"
spam,Vous avez été sélectionné pour un héritage de 20000 €. Contactez-nous immédiatement !
ham,"Je suis au travail, je te rappelle plus tard."
spam,"Nous avons détecté une activité suspecte sur votre compte, vérifiez ici."
ham,As-tu vu mon dernier message ?
spam,Félicitations ! Vous êtes éligible pour un prêt de 20000 €. Contactez-nous dès maintenant !
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !"
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard."
ham,J’arrive chez toi dans 5 minutes.
spam,Vous êtes notre heureux gagnant du jour !
ham,"Il fait beau aujourd’hui, on sort ?"
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant."
ham,Merci encore pour hier soir !
ham,J’ai une super nouvelle à t’annoncer !
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.
spam,"Investissez 100€, gagnez 1000€ en une semaine !"
spam,"Vous avez un message vocal non lu, écoutez-le ici."
ham,"Je suis en route, j’arrive dans 10 min."
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.
spam,Gagnez 500€ immédiatement en répondant à ce sondage !
ham,Peux-tu acheter du pain en rentrant ?
ham,Je suis bloqué dans les embouteillages…
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !
ham,Comment s'est passée ta journée ?
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.
spam,"Offre spéciale : 70% de réduction sur tous nos produits, cliquez ici : www.promo-fake.com"
spam,Participez à notre tirage au sort pour gagner une voiture neuve !
ham,"Je suis au travail, je te rappelle plus tard."
ham,"J’espère que tu vas bien, ça fait longtemps !"
spam,Trop beau pour être vrai ? Essayez et voyez par vous-même !
ham,"Je suis au travail, je te rappelle plus tard."
spam,Téléchargez cette application et recevez un bon d’achat de 50€.
ham,J’ai trouvé une super recette à tester.
spam,Vous devez confirmer votre compte IMMEDIATEMENT pour éviter la suppression.
ham,"Salut, je t'envoie le document par email. Merci !"
ham,Je suis ravi de te revoir bientôt !
ham,On peut se voir ce week-end ?
spam,Vous êtes notre heureux gagnant du jour !
spam,Recevez un crédit instantané sans justificatif !
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici."
spam,Offre spéciale ! Obtenez 10% de réduction sur votre prochain achat. Cliquez ici : www.fakelink2.com
spam,Essayez notre programme minceur GRATUITEMENT pendant 30 jours !
ham,"Merci pour ton cadeau, j’adore !"
spam,Félicitations ! Vous avez gagné un prix de 20000 €. Cliquez ici pour réclamer : www.fakelink2.com
spam,Cliquez ici pour découvrir une méthode révolutionnaire pour perdre du poids en 3 jours.
spam,"Vous avez un colis en attente, confirmez vos informations ici : www.livraison-fake.com"
ham,Bon courage pour ton examen demain !
ham,Repose-toi bien et prends soin de toi !
spam,Téléchargez cette application et recevez un bon d’achat de 50€.
spam,Félicitations ! Vous êtes éligible pour un prêt de 1000 €. Contactez-nous dès maintenant !
spam,Urgence ! Votre compte a été compromis. Cliquez ici pour vérifier : www.fakelink2.com
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !
ham,Tu peux me rappeler quand tu es dispo ?
spam,Participez à notre tirage au sort pour gagner une voiture neuve !
ham,"Je suis en route, j’arrive dans 10 min."
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard."
ham,On se retrouve au café à 15h ?
ham,N’oublie pas notre rendez-vous chez le médecin.
ham,Peux-tu acheter du pain en rentrant ?
ham,"Bonjour Marie, tu veux qu'on aille prendre un café demain ?"
ham,"Je viens d’arriver, où es-tu ?"
spam,"Un virement de 1000€ a été effectué sur votre compte, cliquez ici pour le recevoir."
ham,"Ne t’inquiète pas, tout va bien se passer."
spam,Urgence ! Votre compte a été compromis. Cliquez ici pour vérifier : www.fakelink2.com
ham,J’arrive chez toi dans 5 minutes.
ham,As-tu bien reçu mon message ?
ham,"On se voit bientôt, hâte de te retrouver !"
spam,"Nous avons détecté une activité suspecte sur votre compte, vérifiez ici."
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !"
ham,"Je suis en vacances, c’est top ici !"
ham,"Merci pour ton cadeau, j’adore !"
ham,"Il fait beau aujourd’hui, on sort ?"
ham,J’ai trouvé une super recette à tester.
spam,Urgent : Mise à jour de vos informations de sécurité requise.
ham,Comment s'est passée ta journée ?
spam,Téléchargez cette application et obtenez une récompense instantanée !
spam,Participez à notre tirage au sort pour gagner une voiture neuve !
ham,As-tu vu mon dernier message ?
spam,Les 10 premiers inscrits recevront un cadeau spécial !
ham,J’ai une super nouvelle à t’annoncer !
spam,Ne ratez pas cette opportunité unique de gagner gros !
spam,Urgence ! Votre compte a été compromis. Cliquez ici pour vérifier : www.fakelink1.com
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com"
spam,Vous avez été sélectionné pour un héritage de 50000 €. Contactez-nous immédiatement !
ham,Je suis ravi de te revoir bientôt !
ham,Dis-moi quand tu es dispo pour un appel.
spam,Téléchargez cette application et recevez un bon d’achat de 50€.
ham,Repose-toi bien et prends soin de toi !
ham,Je passe te voir cet après-midi.
ham,"Le film d’hier était génial, tu devrais le voir !"
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour."
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.
ham,Comment s'est passée ta journée ?
ham,As-tu bien reçu mon message ?
ham,N’oublie pas notre réunion demain matin à 9h.
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.
spam,"Attention : Votre compte Facebook a été piraté, réinitialisez votre mot de passe ici."
spam,Ne ratez pas cette opportunité unique de gagner gros !
spam,"Vous avez un message vocal non lu, écoutez-le ici."
ham,On mange ensemble demain midi ?
ham,"J'ai adoré notre sortie d’hier, à refaire !"
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.
spam,Vous avez été sélectionné pour un héritage de 50000 €. Contactez-nous immédiatement !
ham,Fais attention en rentrant ce soir.
spam,Gagnez des récompenses en répondant à ce court questionnaire !
spam,"N'attendez plus, votre chance de devenir riche est ici."
ham,N’oublie pas notre réunion demain matin à 9h.
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.
spam,"Votre abonnement Netflix a expiré, mettez à jour vos informations ici : www.fake-netflix.com"
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.
spam,"Votre abonnement Netflix a expiré, mettez à jour vos informations ici : www.fake-netflix.com"
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard."
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com"
spam,Profitez d’un cashback de 100€ sur vos prochains achats !
spam,Votre compte a été sélectionné pour une récompense de 50000 €. Cliquez ici pour réclamer : www.fakelink1.com
ham,"Je suis en vacances, c’est top ici !"
spam,"Vous avez un message vocal non lu, écoutez-le ici."
spam,Profitez d’un cashback de 100€ sur vos prochains achats !
ham,J’arrive chez toi dans 5 minutes.
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.
spam,"Votre carte bancaire va être bloquée, cliquez ici pour éviter la suspension."
ham,Je passe te voir cet après-midi.
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard."
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard."
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard."
ham,Peux-tu me donner l’adresse exacte ?
spam,Recevez un crédit instantané sans justificatif !
spam,Urgence ! Votre compte a été compromis. Cliquez ici pour vérifier : www.fakelink1.com
ham,"Salut, je t'envoie le document par email. Merci !"
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour."
ham,Fais attention en rentrant ce soir.
ham,"Salut, as-tu vu le dernier film au cinéma ? C'était incroyable !"
ham,"On part en week-end, ça va être génial !"
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.
ham,"J’espère que tu vas bien, ça fait longtemps !"
spam,Dernière chance de profiter de cette offre incroyable !
ham,J’ai une idée géniale à te proposer.
ham,As-tu vu mon dernier message ?
ham,Bonne chance pour ton entretien !
spam,Profitez d’un cashback de 100€ sur vos prochains achats !
spam,Protégez vos informations bancaires dès maintenant.
ham,Félicitations pour ta promotion !
ham,"J'ai adoré notre sortie d’hier, à refaire !"
spam,Gagnez des récompenses en répondant à ce court questionnaire !
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !
ham,"On se voit bientôt, hâte de te retrouver !"
spam,Offre exclusive ! Obtenez un crédit de 50000 € sans frais. Cliquez ici : www.fakelink1.com
ham,"Salut, je t'envoie le document par email. Merci !"
spam,Téléchargez cette application et obtenez une récompense instantanée !
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !"
ham,J’ai trouvé une super recette à tester.
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant."
ham,Je suis super content pour toi !
ham,"Je suis au travail, je te rappelle plus tard."
ham,"Ne t’inquiète pas, tout va bien se passer."
spam,Essayez notre programme minceur GRATUITEMENT pendant 30 jours !
spam,Offre exclusive ! Obtenez un crédit de 5000 € sans frais. Cliquez ici : www.fakelink3.com
ham,On mange ensemble demain midi ?
spam,Offre spéciale ! Obtenez 50% de réduction sur votre prochain achat. Cliquez ici : www.fakelink2.com
spam,Vous avez été sélectionné pour un héritage de 20000 €. Contactez-nous immédiatement !
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h."
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici."
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h."
spam,"Vous avez un message vocal non lu, écoutez-le ici."
ham,Tu as vu le match d’hier ?
ham,Peux-tu me donner l’adresse exacte ?
ham,On mange ensemble demain midi ?
ham,Merci encore pour hier soir !
spam,Ne ratez pas cette opportunité unique de gagner gros !
ham,"Il fait beau aujourd’hui, on sort ?"
spam,Gagnez un voyage gratuit ! Cliquez ici pour participer : www.fakelink3.com
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici."
spam,"Nous avons détecté une activité suspecte sur votre compte, vérifiez ici."
ham,Repose-toi bien et prends soin de toi !
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com"
spam,"URGENT : Votre carte SIM sera désactivée sous 24h, suivez ce lien : www.operateur-fake.com"
ham,"Je suis en vacances, c’est top ici !"
ham,On peut se voir ce week-end ?
ham,"Salut, tu viens toujours ce soir ?"
spam,"Un virement de 1000€ a été effectué sur votre compte, cliquez ici pour le recevoir."
spam,Gagnez des récompenses en répondant à ce court questionnaire !
ham,"Ne t’inquiète pas, tout va bien se passer."
spam,Ne ratez pas cette opportunité unique de gagner gros !
ham,On mange ensemble demain midi ?
ham,"Je suis en route, j’arrive dans 10 min."
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant."
spam,Mettez à jour vos informations pour éviter la suppression de votre compte.
ham,Tu peux me rappeler quand tu es dispo ?
ham,Je passe te voir cet après-midi.
ham,Je t’attends devant la gare.
ham,Tu peux me rappeler quand tu es dispo ?
ham,Je passe te voir cet après-midi.
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour."
ham,"J’espère que tu vas bien, ça fait longtemps !"
ham,Je suis ravi de te revoir bientôt !
spam,"Vous avez été sélectionné pour un test produit gratuit, inscrivez-vous !"
spam,Gagnez 500€ immédiatement en répondant à ce sondage !
ham,"Bonjour Sophie, tu veux qu'on aille prendre un café demain ?"
ham,"Je suis en réunion, je t’appelle après."
ham,Tu viens au sport ce soir ?
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !"
ham,"On se voit bientôt, hâte de te retrouver !"
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.
ham,"Il fait beau aujourd’hui, on sort ?"
spam,Votre compte a été sélectionné pour une récompense de 5000 €. Cliquez ici pour réclamer : www.fakelink2.com
ham,Bonne chance pour ton entretien !
ham,"Coucou, tu as des nouvelles de Thomas ?"
spam,Vous avez été sélectionné pour un héritage de 50000 €. Contactez-nous immédiatement !
spam,Participez à notre tirage au sort pour gagner une voiture neuve !
ham,N’oublie pas notre rendez-vous chez le médecin.
ham,Je suis bloqué dans les embouteillages…
ham,Je t’attends devant la gare.
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com"
spam,"URGENT : Votre carte SIM sera désactivée sous 24h, suivez ce lien : www.operateur-fake.com"
spam,Offre spéciale ! Obtenez 10% de réduction sur votre prochain achat. Cliquez ici : www.fakelink3.com
spam,Félicitations ! Vous avez gagné un prix de 20000 €. Cliquez ici pour réclamer : www.fakelink2.com
ham,"Salut Pierre, ça va ? On se voit ce soir pour le dîner ?"
spam,Félicitations ! Vous avez gagné un prix de 5000 €. Cliquez ici pour réclamer : www.fakelink1.com
spam,Offre exclusive ! Obtenez un crédit de 20000 € sans frais. Cliquez ici : www.fakelink1.com
spam,Vous avez gagné 1000 € à la loterie ! Réclamez votre prix maintenant : www.fakelink2.com
spam,"Vous avez un message vocal non lu, écoutez-le ici."
ham,On se retrouve au café à 15h ?
ham,"Je suis en route, j’arrive dans 10 min."
ham,On se retrouve au café à 15h ?
ham,Je suis bloqué dans les embouteillages…
ham,"Je suis en vacances, c’est top ici !"
ham,Coucou ! Tu as fini ton travail ? On se retrouve à le parc ?
spam,"Investissez 100€, gagnez 1000€ en une semaine !"
spam,"Nous avons détecté une activité suspecte sur votre compte, vérifiez ici."
spam,"URGENT : Votre carte SIM sera désactivée sous 24h, suivez ce lien : www.operateur-fake.com"
spam,Vous avez gagné 1000 € à la loterie ! Réclamez votre prix maintenant : www.fakelink2.com
spam,Félicitations ! Vous avez gagné un prix de 50000 €. Cliquez ici pour réclamer : www.fakelink3.com
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.
ham,On mange ensemble demain midi ?
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici."
spam,Offre exclusive ! Obtenez un crédit de 20000 € sans frais. Cliquez ici : www.fakelink3.com
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.
spam,Vous devez confirmer votre compte IMMEDIATEMENT pour éviter la suppression.
spam,Faites fortune depuis chez vous en quelques clics !
spam,"Votre compte bancaire a été bloqué, vérifiez votre identité ici : www.faux-site.com"
ham,"Le film d’hier était génial, tu devrais le voir !"
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !
spam,"Votre compte PayPal a été compromis, réinitialisez votre mot de passe ici."
ham,"Salut, as-tu vu le dernier film au cinéma ? C'était incroyable !"
spam,Offre exclusive ! Obtenez un crédit de 5000 € sans frais. Cliquez ici : www.fakelink1.com
spam,Trop beau pour être vrai ? Essayez et voyez par vous-même !
spam,Vous êtes notre heureux gagnant du jour !
spam,"Attention : Votre compte Facebook a été piraté, réinitialisez votre mot de passe ici."
ham,Repose-toi bien et prends soin de toi !
spam,"Un virement de 1000€ a été effectué sur votre compte, cliquez ici pour le recevoir."
ham,On mange ensemble demain midi ?
spam,"Offre spéciale : 70% de réduction sur tous nos produits, cliquez ici : www.promo-fake.com"
ham,J’ai une idée géniale à te proposer.
spam,Faites fortune depuis chez vous en quelques clics !
spam,Le secret des millionnaires enfin révélé : inscrivez-vous gratuitement.
spam,"Vous avez un message vocal non lu, écoutez-le ici."
spam,"N'attendez plus, votre chance de devenir riche est ici."
ham,"Merci pour ton cadeau, j’adore !"
spam,Les 10 premiers inscrits recevront un cadeau spécial !
ham,Tu as vu le match d’hier ?
ham,J’ai une idée géniale à te proposer.
spam,Mettez à jour vos informations pour éviter la suppression de votre compte.
ham,Peux-tu me donner l’adresse exacte ?
spam,Urgence ! Votre compte a été compromis. Cliquez ici pour vérifier : www.fakelink3.com
spam,"Attention : Votre compte Facebook a été piraté, réinitialisez votre mot de passe ici."
ham,"Je suis au travail, je te rappelle plus tard."
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour."
ham,"Je suis au travail, je te rappelle plus tard."
spam,Vous devez confirmer votre compte IMMEDIATEMENT pour éviter la suppression.
ham,Tu viens au sport ce soir ?
ham,"Ne t’inquiète pas, tout va bien se passer."
ham,J’arrive chez toi dans 5 minutes.
ham,Je suis ravi de te revoir bientôt !
ham,"Bonjour Luc, tu veux qu'on aille prendre un café demain ?"
ham,"Je viens d’arriver, où es-tu ?"
spam,Essayez notre programme minceur GRATUITEMENT pendant 30 jours !
spam,"Nous avons détecté une activité suspecte sur votre compte, vérifiez ici."
ham,N’oublie pas notre rendez-vous chez le médecin.
spam,Vous avez été sélectionné pour un héritage de 20000 €. Contactez-nous immédiatement !
ham,"J'ai adoré notre sortie d’hier, à refaire !"
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.
spam,Félicitations ! Vous avez gagné un prix de 10000 €. Cliquez ici pour réclamer : www.fakelink3.com
spam,Besoin d’argent rapidement ? Recevez 1000€ dès aujourd’hui !
ham,"Je suis en route, j’arrive dans 10 min."
ham,Peux-tu acheter du pain en rentrant ?
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !"
spam,Vous venez de gagner une carte cadeau Amazon de 500€ !
ham,As-tu bien reçu mon message ?
ham,"Salut, je t'envoie le document par email. Merci !"
ham,"Coucou, tu as des nouvelles de Camille ?"
ham,Merci encore pour hier soir !
spam,Votre compte a été sélectionné pour une récompense de 20000 €. Cliquez ici pour réclamer : www.fakelink2.com
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h."
ham,Coucou ! Tu as fini ton travail ? On se retrouve à le parc ?
spam,"URGENT : Votre carte SIM sera désactivée sous 24h, suivez ce lien : www.operateur-fake.com"
ham,"Je suis au travail, je te rappelle plus tard."
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour."
ham,Je t’attends devant la gare.
ham,Rendez-vous à 18h comme prévu ?
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard."
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h."
ham,"Salut, tu viens toujours ce soir ?"
spam,Votre compte a été sélectionné pour une récompense de 50000 €. Cliquez ici pour réclamer : www.fakelink2.com
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour."
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour."
ham,Tu peux me rappeler quand tu es dispo ?
ham,Fais attention en rentrant ce soir.
spam,Gagnez des récompenses en répondant à ce court questionnaire !
spam,"Votre carte bancaire va être bloquée, cliquez ici pour éviter la suspension."
ham,"On part en week-end, ça va être génial !"
ham,Peux-tu me donner l’adresse exacte ?
ham,"Je viens d’arriver, où es-tu ?"
spam,Faites fortune depuis chez vous en quelques clics !
ham,Fais attention en rentrant ce soir.
ham,Repose-toi bien et prends soin de toi !
ham,J’arrive chez toi dans 5 minutes.
ham,Bon courage pour ton examen demain !
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant."
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici."
spam,Téléchargez cette application et recevez un bon d’achat de 50€.
spam,Le secret des millionnaires enfin révélé : inscrivez-vous gratuitement.
ham,"Je suis en route, j’arrive dans 10 min."
spam,Dernière chance de profiter de cette offre incroyable !
spam,Téléchargez cette application et recevez un bon d’achat de 50€.
ham,C’était une journée incroyable !
ham,"Coucou, tu as des nouvelles de Sophie ?"
spam,"Votre carte bancaire va être bloquée, cliquez ici pour éviter la suspension."
spam,Les 10 premiers inscrits recevront un cadeau spécial !
ham,N’oublie pas notre rendez-vous chez le médecin.
ham,Je t’attends devant la gare.
ham,Peux-tu acheter du pain en rentrant ?
ham,Je suis ravi de te revoir bientôt !
spam,"Vous avez un message vocal non lu, écoutez-le ici."
ham,J’ai trouvé une super recette à tester.
ham,"Je suis au travail, je te rappelle plus tard."
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard."
spam,Découvrez comment doubler votre argent en investissant avec nous.
ham,Tu viens au sport ce soir ?
spam,"Achetez 1 produit, obtenez-en 3 gratuitement !"
ham,Merci encore pour hier soir !
ham,Dis-moi quand tu es dispo pour un appel.
ham,"Merci pour ton aide, c’était top !"
ham,"Salut, tu viens toujours ce soir ?"
spam,Faites fortune depuis chez vous en quelques clics !
spam,Vous avez été sélectionné pour un héritage de 50000 €. Contactez-nous immédiatement !
ham,Rendez-vous à 18h comme prévu ?
ham,"Salut, as-tu vu le dernier film au cinéma ? C'était incroyable !"
ham,Je t’attends devant la gare.
spam,Urgent : Mise à jour de vos informations de sécurité requise.
spam,Recevez un crédit instantané sans justificatif !
ham,"Bonjour Camille, tu veux qu'on aille prendre un café demain ?"
ham,J’ai une idée géniale à te proposer.
spam,Offre spéciale ! Obtenez 70% de réduction sur votre prochain achat. Cliquez ici : www.fakelink2.com
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !
ham,J’ai une super nouvelle à t’annoncer !
ham,Coucou ! Tu as fini ton travail ? On se retrouve à le restaurant ?
ham,N’oublie pas notre rendez-vous chez le médecin.
ham,Je suis ravi de te revoir bientôt !
spam,Offre exclusive ! Obtenez un crédit de 20000 € sans frais. Cliquez ici : www.fakelink3.com
ham,Peux-tu me donner l’adresse exacte ?
ham,On se retrouve devant le cinéma à 20h ?
